,name,played,run_bat,50s,100s,batted,out,bowled,wkt_tacken,5_wkt_taken,run_given_bowler,econ,over
130,ch gayle,84,2466,11,5,84,82,39,15,0,970,4.429034348739377,180.1
131,baw mendis,69,152,0,0,38,23,69,117,1,2940,8.381821076878786,574.6
132,rr sarwan,43,1166,11,0,41,40,3,4,0,114,1.9346771296113727e-10,16.0
133,k weeraratne,2,38,0,0,2,2,2,0,0,60,7.6,8.0
134,bazid khan,2,53,1,0,2,2,0,0,0,0,0.0,0.0
135,fawad alam,32,771,4,1,30,22,8,2,0,228,0.13921891403850167,34.0
136,sohail khan,8,19,0,0,5,5,8,13,1,380,5.9234375,65.6
137,mohammad asif,9,6,0,0,6,3,9,15,0,396,5.5820703125,85.0
138,naumanullah,1,5,0,0,1,1,0,0,0,0,0.0,0.0
139,wahab riaz,62,447,1,0,49,40,62,76,1,2835,6.819622813248189,487.49999999999994
140,dolar mahmud,3,0,0,0,2,2,3,2,0,118,12.4775,11.0
141,alok kapali,12,270,0,1,12,12,10,7,0,289,4.539453125,47.0
142,mushfiqur rahim,108,3294,20,4,105,95,0,0,0,0,0.0,0.0
143,yk pathan,49,729,3,2,36,27,45,32,0,1230,5.983578082963213,217.8
144,sk raina,168,4456,31,3,152,126,88,33,0,1613,7.191239662317685,314.6
145,rp singh,17,52,0,0,6,5,17,17,0,743,6.5864855957031265,124.0
146,tr ambrose,4,9,0,0,4,3,0,0,0,0,0.0,0.0
147,tg southee,114,629,1,0,78,50,113,153,2,5488,4.776518692093722,995.4
148,jah marshall,1,4,0,0,1,1,0,0,0,0,0.0,0.0
149,gj hopkins,14,227,0,0,14,13,0,0,0,0,0.0,0.0
150,gd elliott,68,1778,10,2,63,52,46,30,0,1011,5.671918078652434,179.6
151,mr gillespie,5,6,0,0,3,0,5,9,0,197,4.846875,45.2
152,ct tremlett,7,15,0,0,6,4,7,7,0,310,6.2174999999999985,60.5
153,se marsh,57,2131,12,5,57,55,0,0,0,0,0.0,0.0
154,sr watson,108,4298,23,9,108,100,90,95,0,2939,2.6920916922563256,580.3
155,cl white,65,1752,11,2,59,49,8,7,0,150,0.18750000000000025,25.4
156,xm marshall,10,87,0,0,10,10,1,0,0,5,0.0390625,0.3
157,ads fletcher,21,299,2,0,21,21,3,0,0,26,2.885,4.4
158,ka pollard,84,1926,7,3,80,75,58,45,0,1701,7.044690499370654,289.59999999999997
159,crd fernando,18,48,0,0,11,5,18,21,0,878,5.922009201049805,152.0
160,sarfaraz ahmed,73,1612,9,1,59,47,0,0,0,0,0.0,0.0
161,l ronchi,70,1187,3,1,60,51,0,0,0,0,0.0,0.0
162,ms gony,1,0,0,0,0,0,1,2,0,65,8.12,8.0
163,pp ojha,17,39,0,0,9,2,16,20,0,617,6.601224975585938,135.6
164,t thushara,30,341,1,0,21,17,30,39,1,1201,5.79604209754616,223.4
165,mansoor amjad,1,5,0,0,1,1,1,1,0,44,5.5,8.0
166,abdur rauf,3,0,0,0,0,0,3,5,0,167,6.675000000000002,27.0
167,saeed ajmal,98,291,0,0,65,44,98,159,2,3670,5.26302718742026,877.2
168,dj hussey,60,1625,14,0,54,48,35,15,0,656,0.6175057509196205,120.5
169,no miller,31,256,1,0,23,13,29,23,0,1092,4.80007832262665,212.9
170,se findlay,6,96,1,0,6,5,0,0,0,0,0.0,0.0
171,v kohli,190,9483,45,36,189,159,46,4,0,636,7.155853641255827e-07,101.7
172,z khan,51,128,0,0,20,19,51,70,0,2246,5.710008974962422,445.8
173,s badrinath,7,79,0,0,6,5,0,0,0,0,0.0,0.0
174,mj prior,40,773,2,0,36,28,0,0,0,0,0.0,0.0
175,a flintoff,12,304,2,0,10,8,12,20,1,435,4.5453466796875,91.4
176,vd philander,20,100,0,0,13,9,20,30,0,723,4.429282703399658,153.5
177,sr patel,32,469,1,0,21,14,29,21,1,1015,6.204904830269515,178.5
178,sj harmison,11,24,0,0,3,2,11,9,0,424,5.489765625,76.0
179,sm warnapura,2,30,0,0,2,2,0,0,0,0,0.0,0.0
180,j mubarak,6,89,0,0,5,4,2,0,0,19,4.25,3.0
181,b geeves,2,10,0,0,2,0,2,3,0,78,4.45,15.0
182,nazmul hossain,9,0,0,0,5,3,8,10,0,320,4.460546875,62.0
183,mehrab hossain jnr,2,1,0,0,2,2,0,0,0,0,0.0,0.0
184,naeem islam,39,658,3,0,37,27,33,26,0,1031,11.166932649504233,202.9
185,imrul kayes,54,1452,9,2,54,54,0,0,0,0,0.0,0.0
186,j louw,2,23,0,0,1,1,2,1,0,95,6.07,16.0
187,cs baugh,17,234,0,0,14,10,0,0,0,0,0.0,0.0
188,bp nash,4,26,0,0,4,3,2,0,0,49,2.825,9.0
189,ls baker,8,13,0,0,4,2,8,9,0,326,7.418749999999998,61.0
190,khurram manzoor,6,186,2,0,6,6,0,0,0,0,0.0,0.0
191,mj guptill,136,4756,26,9,136,126,11,4,0,98,2.2381186681877596e-08,17.7
192,nt broom,33,725,3,1,33,30,0,0,0,0,0.0,0.0
193,ad mathews,169,4589,32,2,150,108,137,99,1,3493,0.09867422089047544,752.3999999999999
194,mahbubul alam,2,0,0,0,0,0,2,3,0,67,6.625,10.0
195,rubel hossain,64,61,0,0,30,16,63,81,0,2928,5.59567712232239,495.8
196,bw hilfenhaus,22,29,0,0,11,3,22,27,1,1006,4.087120981216431,186.79999999999998
197,sw tait,13,14,0,0,6,1,13,22,0,547,6.2010546875,109.1
198,nd mckenzie,5,108,1,0,4,4,0,0,0,0,0.0,0.0
199,vb van jaarsveld,2,9,0,0,2,2,0,0,0,0,0.0,0.0
200,da warner,93,3780,14,13,93,92,1,0,0,8,5.421010862427522e-20,1.0
201,rj harris,19,21,0,0,11,4,19,42,3,792,6.184319915771485,164.10000000000002
202,shoaib akhtar,24,49,0,0,17,8,24,28,0,1078,6.482286193370818,196.0
203,sht kandamby,32,775,5,0,29,24,8,2,0,170,1.2477824592590332,28.0
204,nm hauritz,46,271,1,0,25,11,46,51,0,1791,4.960589814632356,378.2
205,ll tsotsobe,53,55,0,0,20,8,53,91,0,2133,4.246754447357964,447.5
206,wd parnell,53,465,1,0,35,22,53,79,2,2418,5.925730945622443,419.5
207,ie o'brien,7,3,0,0,2,0,7,11,0,345,7.4521875,58.3
208,cj ferguson,28,606,4,0,23,16,0,0,0,0,0.0,0.0
209,l balaji,1,7,0,0,1,1,1,0,0,32,6.4,5.0
210,ra jadeja,123,1700,7,0,88,59,121,145,1,5095,4.132480948897516,1035.3000000000002
211,cd cumming,1,0,0,0,1,1,0,0,0,0,0.0,0.0
212,ig butler,10,78,0,0,7,6,10,13,0,442,6.30955078125,79.0
213,pd mcglashan,3,63,1,0,2,1,0,0,0,0,0.0,0.0
214,ep thompson,1,0,0,0,0,0,1,0,0,42,10.5,4.0
215,aj strauss,45,1625,11,3,45,44,0,0,0,0,0.0,0.0
216,gj batty,3,24,0,0,3,2,2,1,0,72,2.795,13.0
217,lmp simmons,55,1655,14,1,55,53,10,1,0,151,0.05283584933973543,24.0
218,b laughlin,5,1,0,0,1,0,5,4,0,219,6.390625,37.2
219,re van der merwe,12,39,0,0,7,4,12,14,0,534,4.188603515625001,109.0
220,sm harwood,1,0,0,0,1,1,1,2,0,57,5.7,10.0
221,ahmed shehzad,65,2094,10,5,65,65,9,2,0,140,4.082348198054212e-05,18.7
222,de bollinger,37,50,0,0,7,6,37,62,2,1450,5.146414619668503,316.0
223,yasir arafat,3,26,0,0,2,1,3,0,0,99,5.8424999999999985,20.0
224,mj north,2,6,0,0,2,2,1,0,0,16,2.665,3.0
225,tt bresnan,72,761,1,0,56,38,72,93,0,3323,4.790421853410045,609.8999999999999
226,ejg morgan,173,5361,34,9,165,143,0,0,0,0,0.0,0.0
227,kd karthik,48,1093,6,0,45,34,0,0,0,0,0.0,0.0
228,de bernard,11,129,0,0,8,7,11,9,0,412,6.153935546875,77.0
229,a nehra,44,54,0,0,20,13,44,63,0,2029,4.920124949524252,339.7999999999999
230,dm bravo,82,2295,15,2,80,75,0,0,0,0,0.0,0.0
231,am nayar,2,0,0,0,1,0,1,0,0,17,2.83,3.0
232,kaj roach,58,257,0,0,43,18,58,80,2,2515,4.934937623829473,478.7
233,nt pascal,1,0,0,0,1,1,1,0,0,29,7.25,4.0
234,dm richards,7,179,2,0,7,7,0,0,0,0,0.0,0.0
235,fl reifer,6,86,0,0,6,6,0,0,0,0,0.0,0.0
236,tm dowlin,10,228,1,1,10,9,0,0,0,0,0.0,0.0
237,dc thomas,19,223,0,0,17,15,1,2,0,11,3.59344482421875e-05,1.1
238,gc tonge,5,10,0,0,4,2,5,5,0,224,4.1625,50.0
239,tt samaraweera,28,585,0,2,24,17,2,0,0,29,0.00030517578125,3.0
240,mohammad amir,40,337,2,0,25,16,40,56,0,1678,6.345924846675698,336.79999999999995
241,abdul razzaq,30,599,1,1,28,21,30,21,0,843,4.156368272602558,171.4
242,koa powell,36,726,6,0,36,36,0,0,0,0,0.0,0.0
243,umar akmal,101,2601,18,1,95,83,0,0,0,0,0.0,0.0
244,naved-ul-hasan,12,165,0,0,10,6,12,15,0,591,6.007080078125,102.0
245,imran nazir,5,111,0,0,5,5,0,0,0,0,0.0,0.0
246,hmcm bandara,3,31,0,0,2,2,3,2,0,127,4.925000000000002,26.0
247,ktgd prasad,18,113,0,0,10,4,18,25,0,773,5.9505760192871096,129.1
248,td paine,31,708,3,1,31,29,0,0,0,0,0.0,0.0
249,au rashid,69,463,1,0,31,22,68,110,0,3341,5.170511935201624,604.4
250,dr tuffey,13,141,0,0,11,10,13,18,0,573,6.17450439453125,101.5
251,se bond,15,92,0,0,12,4,15,22,0,654,3.817872314453125,141.29999999999995
252,nl mccullum,66,972,4,0,55,46,64,50,0,2326,7.240697966502298,472.0
253,r dravid,8,283,2,0,8,8,0,0,0,0,0.0,0.0
254,jl denly,8,201,1,0,8,8,0,0,0,0,0.0,0.0
255,pm siddle,15,21,0,0,4,2,15,14,0,568,4.8845233154296865,122.1
256,g onions,4,1,0,0,1,1,4,4,0,185,5.9037500000000005,34.0
257,cak walton,9,53,0,0,8,8,0,0,0,0,0.0,0.0
258,tl best,11,32,0,0,9,4,11,18,0,566,6.6270703125,97.8
259,jec franklin,37,730,4,0,34,23,30,15,0,846,6.6484645322244615,153.6
260,rt crandon,1,5,0,0,1,1,0,0,0,0,0.0,0.0
261,a mishra,24,34,0,0,9,6,23,41,1,1066,3.8706317687034604,219.6
262,sm davies,8,244,1,0,8,8,0,0,0,0,0.0,0.0
263,aj redmond,6,152,1,0,6,6,0,0,0,0,0.0,0.0
264,ac voges,24,696,2,1,23,15,11,4,0,199,0.685230758190155,36.0
265,mc henriques,8,60,0,0,8,7,8,6,0,251,6.210625,49.0
266,ga manou,4,7,0,0,1,1,0,0,0,0,0.0,0.0
267,khalid latif,4,128,1,0,4,4,0,0,0,0,0.0,0.0
268,cj mckay,52,175,0,0,26,19,52,92,2,2198,4.99076713506492,453.70000000000005
269,r mclaren,43,456,1,0,36,23,43,65,0,1838,6.217562096823069,343.4
270,si mahmood,1,0,0,0,0,0,1,1,0,41,5.85,7.0
271,ijl trott,59,2515,19,4,57,49,9,2,0,152,1.6811711744946224e-12,28.3
272,uwmbca welegedara,9,4,0,0,3,1,9,15,1,433,5.3565625,75.7
273,ras lakmal,67,188,0,0,39,22,67,87,0,2937,5.5732569441146715,523.0
274,s randiv,27,271,1,0,17,16,26,33,1,1117,7.144980059564114,216.9
275,nltc perera,123,1605,8,0,98,85,120,137,3,4442,6.258603229229115,747.4
276,m pushpakumara,2,0,0,0,0,0,1,0,0,21,2.1,5.0
277,shafiul islam,37,102,0,0,22,14,37,40,0,1656,5.764456938508957,255.6
278,hdrl thirimanne,105,2895,20,4,90,78,4,3,0,94,2.0619481802090777e-08,17.2
279,s tyagi,3,1,0,0,1,0,3,2,0,129,6.3275000000000015,21.0
280,pj ingram,7,193,1,0,7,7,0,0,0,0,0.0,0.0
281,aj mckay,16,12,0,0,10,3,16,20,0,634,5.073001098632813,125.8
282,dr smith,28,677,5,0,28,26,13,9,0,404,2.335524884983897,61.6
283,n deonarine,15,294,2,0,15,14,10,0,0,178,6.870327758789062,30.3
284,ww hinds,2,25,0,0,2,2,0,0,0,0,0.0,0.0
285,spd smith,93,3124,16,8,85,78,31,24,0,820,2.0373114936439536e-10,151.5
286,le bosman,2,97,1,0,2,2,0,0,0,0,0.0,0.0
287,a mithun,5,51,0,0,3,3,5,3,0,203,6.303125,30.0
288,m vijay,12,221,0,0,11,11,0,0,0,0,0.0,0.0
289,c kieswetter,41,953,4,1,36,31,0,0,0,0,0.0,0.0
290,sohrawordi shuvo,11,59,0,0,7,5,11,11,0,355,4.2384179687499985,72.0
291,jc tredwell,41,163,0,0,25,14,41,53,0,1565,5.570591954619049,329.4
292,a shahzad,9,33,0,0,7,6,9,15,0,406,4.9017578125,80.1
293,le plunkett,41,218,0,0,18,15,41,68,1,1929,7.688679178869661,326.40000000000003
294,sl stewart,4,26,0,0,4,4,0,0,0,0,0.0,0.0
295,da miller,96,2267,10,4,86,64,0,0,0,0,0.0,0.0
296,ut yadav,64,76,0,0,21,10,64,95,0,3189,6.4173004244033205,523.0
297,ab dinda,11,5,0,0,4,4,11,12,0,509,6.233857421874999,82.39999999999999
298,nv ojha,1,1,0,0,1,1,0,0,0,0,0.0,0.0
299,r ashwin,100,596,0,0,58,39,100,134,0,4527,4.2745036516419805,914.5
300,pankaj singh,1,3,0,0,1,0,1,0,0,45,6.42,7.0
301,bmaj mendis,45,554,1,0,36,28,41,24,0,1025,4.5918724460535145,196.5
302,ld chandimal,122,3032,20,3,113,97,0,0,0,0,0.0,0.0
303,shahzaib hasan,3,100,1,0,3,3,0,0,0,0,0.0,0.0
304,umar amin,12,175,0,0,12,11,1,0,0,6,1.5,2.0
305,imran farhat,18,521,5,0,18,18,1,1,0,21,3.204345703125e-05,5.0
306,asad shafiq,47,987,6,0,46,45,2,0,0,18,0.421875,2.0
307,abdur rehman,14,63,0,0,11,8,14,10,0,548,4.1321435546875005,129.0
308,jahurul islam,9,192,1,0,9,8,0,0,0,0,0.0,0.0
309,hmrkb herath,59,139,0,0,27,15,59,66,0,2102,5.135039606078322,470.40000000000003
310,mh yardy,19,261,2,0,17,10,19,13,0,786,5.329406776428224,153.0
311,jr hazlewood,37,37,0,0,13,2,37,60,2,1612,4.988040808409131,337.3
312,faisal hossain,1,8,0,0,1,0,1,0,0,26,4.21,6.1
313,ks williamson,110,4506,30,9,109,102,50,30,0,978,3.51266123703848,177.89999999999998
314,bj watling,23,554,5,0,23,21,0,0,0,0,0.0,0.0
315,mohammad irfan,49,48,0,0,33,12,49,72,0,2191,5.689224417758618,432.5
316,mohammad hafeez,126,4188,25,8,125,117,100,84,0,3196,2.5261914232101703,796.4
317,hk bennett,11,7,0,0,6,2,11,20,0,480,4.82068359375,87.19999999999999
318,r vinay kumar,24,57,0,0,10,8,24,29,0,1121,8.88605852007866,184.60000000000002
319,jw hastings,27,271,1,0,21,10,27,38,1,1156,6.801741630733013,230.5
320,ma starc,63,224,0,0,35,21,63,120,5,2799,5.683733171860177,551.8
321,s dhawan,99,4187,22,12,99,94,0,0,0,0,0.0,0.0
322,ss tiwary,3,49,0,0,2,0,0,0,0,0,0.0,0.0
323,zulqarnain haider,4,48,0,0,4,2,0,0,0,0,0.0,0.0
324,ca ingram,25,498,1,2,24,21,1,0,0,17,0.06640625,1.0
325,rj peterson,38,409,1,0,24,16,38,48,0,1502,5.426508181150711,300.6
326,j theron,1,5,0,0,1,1,1,1,0,49,6.12,8.0
327,xj doherty,52,91,0,0,21,6,51,52,0,2115,6.43797657098151,436.9
328,wp saha,8,25,0,0,4,2,0,0,0,0,0.0,0.0
329,pa patel,22,482,3,0,22,20,0,0,0,0,0.0,0.0
330,f du plessis,108,4080,26,8,105,94,10,2,0,159,2.513544928130728e-15,28.0
331,mn van wyk,9,188,2,0,9,9,0,0,0,0,0.0,0.0
332,cr woakes,73,924,3,0,53,37,73,106,2,3328,5.724421248183527,594.4
333,lj woodcock,3,14,0,0,2,1,3,1,0,97,5.65,18.2
334,st finn,62,135,0,0,27,17,62,96,2,2855,4.668859943723559,554.2
335,ab barath,8,150,0,0,8,8,0,0,0,0,0.0,0.0
336,jj krejza,4,13,0,0,2,1,4,3,0,189,4.9875,37.0
337,imran tahir,78,116,0,0,27,16,78,128,2,3297,6.334170377849235,690.3
338,ad russell,45,920,4,0,39,31,44,60,0,1913,10.82225228320757,315.0
339,d bishoo,33,155,0,0,23,14,33,33,0,1308,4.859088958995417,272.6
340,ka edwards,15,329,0,1,15,13,0,0,0,0,0.0,0.0
341,jl pattinson,14,41,0,0,7,3,14,13,0,635,7.271927490234375,112.1
342,junaid khan,55,56,0,0,26,13,55,79,0,2360,4.821546188031563,438.90000000000003
343,mohammad salman,5,22,0,0,3,2,0,0,0,0,0.0,0.0
344,hammad azam,7,75,0,0,5,4,5,2,0,86,4.78625,15.0
345,a martin,9,10,0,0,6,1,9,11,0,296,4.6806640625,74.0
346,usman salahuddin,2,13,0,0,2,2,0,0,0,0,0.0,0.0
347,tanvir ahmed,1,18,0,0,1,1,1,1,0,45,7.5,6.0
348,taufeeq umar,1,3,0,0,1,1,0,0,0,0,0.0,0.0
349,dp hyatt,9,112,0,0,9,8,0,0,0,0,0.0,0.0
350,mk tiwary,7,249,1,1,7,7,5,5,0,144,10.8515625,21.0
351,jw dernbach,22,19,0,0,8,7,22,27,0,1216,7.52621976852417,190.60000000000002
352,fdm karunaratne,13,107,0,0,10,9,1,0,0,11,0.00322265625,1.4
353,rms eranga,16,34,0,0,9,3,16,20,0,652,5.537727661132813,111.8
354,s prasanna,33,246,0,0,30,27,33,28,0,1497,5.166346019313205,275.5
355,am rahane,76,2518,20,3,74,73,0,0,0,0,0.0,0.0
356,ba stokes,68,1953,13,3,62,52,60,58,1,2335,6.155750076206154,381.3
357,jm bairstow,46,1793,6,5,44,39,0,0,0,0,0.0,0.0
358,nasir hossain,46,958,3,1,40,33,29,16,0,691,5.882509326131544,147.8
359,cr brathwaite,21,261,0,0,21,19,20,17,0,897,6.734462013244629,156.0
360,shuvagata hom,1,0,0,0,0,0,0,0,0,0,0.0,0.0
361,mr marsh,44,1261,10,1,43,34,43,40,1,1380,4.122998441346486,249.8
362,pj cummins,37,166,0,0,23,14,37,57,0,1772,4.932259961195959,331.2
363,sg borthwick,1,3,0,0,1,1,1,0,0,59,7.37,8.0
364,sc meaker,2,2,0,0,2,2,2,2,0,110,5.75,19.0
365,vr aaron,8,6,0,0,2,1,8,10,0,367,7.11453125,55.800000000000004
366,ckb kulasekara,4,38,0,0,3,3,4,0,0,80,6.4575,13.0
367,aizaz cheema,11,26,0,0,6,3,11,15,0,457,5.8100390625,79.4
368,elias sunny,4,2,0,0,4,2,4,5,0,161,5.4712499999999995,34.0
369,sp narine,59,339,0,0,43,31,59,84,2,2177,4.866314102356318,533.3
370,r sharma,4,1,0,0,1,1,4,6,0,177,5.645,34.2
371,jn mohammed,21,542,4,0,21,20,7,0,0,131,2.078869972229004,24.0
372,smsm senanayake,44,251,0,0,30,20,44,52,0,1787,7.100141187990204,371.70000000000005
373,ms wade,81,1630,9,1,74,65,0,0,0,0,0.0,0.0
374,dt christian,18,261,0,0,17,12,18,20,1,584,5.219947433471679,119.1
375,pj forrest,14,368,3,1,14,14,0,0,0,0,0.0,0.0
376,azhar ali,44,1509,10,2,44,41,13,4,0,238,0.000598691293853335,39.0
377,adnan akmal,2,11,0,0,2,2,0,0,0,0,0.0,0.0
378,dr briggs,1,0,0,0,0,0,1,2,0,39,3.9,10.0
379,jc buttler,113,3050,17,6,98,77,0,0,0,0,0.0,0.0
380,rj nicol,14,247,1,0,14,14,10,4,0,183,5.8757763671875,31.2
381,am ellis,11,109,0,0,9,9,9,9,0,315,7.398544921875001,55.0
382,daj bracewell,12,70,0,0,7,6,12,17,0,505,4.83552734375,96.2
383,ts nethula,3,12,0,0,3,2,3,3,0,153,6.4875,24.0
384,c de grandhomme,21,392,1,0,18,13,21,12,0,617,4.866602115631103,118.0
385,md bates,1,13,0,0,1,1,1,1,0,28,4.66,6.0
386,m de lange,3,0,0,0,0,0,3,7,0,167,6.6899999999999995,27.0
387,nm lyon,12,38,0,0,6,3,12,11,0,535,4.2103906250000005,112.0
388,gj bailey,76,2749,19,3,75,66,0,0,0,0,0.0,0.0
389,j charles,41,1012,3,1,41,41,1,0,0,12,0.00087890625,0.5
390,mohammad sami,2,0,0,0,0,0,2,3,0,94,5.455,15.4
391,rahat ali,11,8,0,0,7,3,11,14,0,543,7.1591210937500005,83.1
392,s weerakoon,1,0,0,0,0,0,1,1,0,49,4.9,10.0
393,dg brownlie,13,340,1,0,13,13,0,0,0,0,0.0,0.0
394,twm latham,63,1726,11,2,62,57,0,0,0,0,0.0,0.0
395,ta boult,64,130,0,0,30,11,64,118,4,3014,6.071098749190598,584.0
396,i udana,2,0,0,0,0,0,2,0,0,84,7.0,12.0
397,n pradeep,21,16,0,0,10,3,21,24,0,1104,8.070853672027589,173.2
398,d elgar,5,98,0,0,5,4,4,2,0,67,2.181875,16.0
399,gj maxwell,75,1923,13,1,71,64,60,40,0,1687,6.2576457365708364,303.0
400,af milne,33,146,0,0,14,9,33,36,0,1415,5.52772255534539,258.9
401,abul hasan,5,10,0,0,2,2,5,0,0,173,7.438750000000001,23.0
402,sohag gazi,16,176,0,0,14,11,16,20,0,679,6.134519958496094,144.0
403,anamul haque,23,675,1,2,23,23,0,0,0,0,0.0,0.0
404,mominul haque,17,303,1,0,16,16,6,4,0,75,2.506439208984375,13.0
405,v permaul,6,19,0,0,4,3,6,5,0,231,6.9546875,45.1
406,b kumar,86,427,1,0,41,28,86,91,1,3539,4.321988630743649,694.8
407,mohammed shami,39,108,0,0,21,10,39,71,0,1873,6.75634404733315,332.9
408,aj finch,84,3027,17,9,83,82,13,2,0,118,0.11701660980761783,23.8
409,pj hughes,21,804,4,2,20,19,0,0,0,0,0.0,0.0
410,ut khawaja,16,387,3,0,16,15,0,0,0,0,0.0,0.0
411,je root,110,4727,28,13,106,90,57,14,0,1211,0.13558510106650903,203.4
412,bcj cutting,3,27,0,0,1,1,3,5,0,140,4.824999999999999,30.0
413,kw richardson,16,45,0,0,8,5,16,26,1,777,5.9647265625,142.1
414,mdkj perera,66,1637,10,2,65,62,0,0,0,0,0.0,0.0
415,q de kock,85,3521,12,12,85,82,0,0,0,0,0.0,0.0
416,rk kleinveldt,9,105,0,0,7,7,9,11,0,400,4.4111328125,75.30000000000001
417,mj mcclenaghan,38,104,0,0,12,4,37,72,1,1880,2.3064442180535116,318.80000000000007
418,jds neesham,34,718,4,0,31,26,32,28,0,1107,6.59449157052557,166.8
419,c munro,36,893,6,0,34,33,19,7,0,370,0.7220890107518062,71.0
420,f behardien,52,948,4,0,46,33,30,11,0,581,0.3396705400032004,97.4
421,am phangiso,15,66,0,0,11,9,15,16,0,635,4.439694213867187,131.6
422,jo holder,65,1144,5,0,56,46,65,77,1,2907,10.561307055141683,514.8
423,jp faulkner,59,975,4,1,46,27,59,93,0,2848,6.338325532910407,502.09999999999997
424,hd rutherford,3,14,0,0,3,3,0,0,0,0,0.0,0.0
425,kj abbott,22,47,0,0,11,7,22,28,0,927,4.718335032463074,180.7
426,ziaur rahman,7,54,0,0,7,7,6,3,0,156,4.07734375,35.0
427,ch morris,32,393,1,0,23,20,32,34,0,1385,5.846329161264002,247.6
428,cj anderson,39,985,4,1,37,34,35,45,0,1242,5.5986101090590825,201.6
